mesh,mesh_path,noise_frac,k_sources,sources,use_robust,t_coef,rel_L2,rel_Linf,roughness
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,0.05,0.04795634017696532,0.053601898115942494,8.719600129876694
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,0.0809383877820033,0.0385895655781337,0.04217215553992592,8.852967417200423
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,0.13102045233499882,0.029891694209048216,0.032199418403939896,8.981663818900541
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,0.21209168356927224,0.02225417403671038,0.02442888359052246,9.09601899939009
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,0.343327178601354,0.01607680380830522,0.02053636705427682,9.189043997554787
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,0.55576696635475,0.011606288056656179,0.01789707178050425,9.25874778245275
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,0.8996576447849663,0.009545827062359728,0.01649951951542097,9.307046991283178
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,1.456336786492988,0.010194813793889947,0.020718320997858808,9.336807008104987
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,2.35747103132732,0.012991182974235859,0.029543876484538285,9.352000579234941
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,3.8161980903681987,0.017162897845768646,0.03910719681310848,9.357183694890209
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,6.177538417823236,0.02265886172211161,0.049719845838025196,9.354391194083599
bunny.obj,data/meshes/bunny.obj,0.0,1,12155,True,10.0,0.029908185190371885,0.061537045425045275,9.34325090830435
